scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 48, 48, 48, 1124
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 33, 33, 33, 961
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 29, 29, 29, 999
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 30, 0, 30, 823
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 37, 0, 37, 1384
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 32, 0, 32, 989
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 46, 0, 46, 1856
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 44, 0, 44, 2128
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 1472
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 31, 0, 31, 1160
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 42, 0, 42, 1178
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 1370
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1669
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 10, 212, 29, 1035
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 11, 4445, 4225687, 38, 11384
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 39, 4517, 745821, 70, 7625
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 878
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 53, 2214, 85093, 94, 4308
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 15, 656, 24694, 49, 1805
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 8, 360, 13053, 38, 1646
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 30, 30, 30, 874
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 29, 29, 29, 802
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 876
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 30, 30, 30, 1095
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 64, 64, 64, 1649
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 70, 0, 70, 1380
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 47, 0, 47, 1623
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 29, 0, 29, 1165
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 63, 0, 63, 1759
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 92, 0, 92, 2968
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 34, 0, 34, 1282
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 59, 0, 59, 2227
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 50, 0, 50, 1764
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 30, 0, 30, 1435
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1602
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 452, 1208078, 29, 7994
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 0, 29, 110, 29, 753
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 12, 1142, 144339, 42, 2157
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 2, 219, 25781, 30, 1153
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 29, 57, 29, 515
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 633
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 6, 302, 11815, 38, 1061
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 37, 37, 37, 570
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 29, 29, 29, 832
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 72, 72, 72, 1659
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 32, 32, 32, 781
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 56, 56, 56, 1129
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 39, 0, 39, 1111
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 40, 0, 40, 1286
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 30, 0, 30, 889
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 1203
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 40, 0, 40, 1242
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 53, 0, 53, 1643
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 74, 0, 74, 840
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 29, 0, 29, 549
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 38, 0, 38, 907
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 43, 0, 43, 683
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 38, 7620, 30, 1036
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 30, 455, 30, 1208
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 1, 932, 2286007, 33, 2813
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 2, 361, 79402, 31, 1338
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 841
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 867
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 15, 655, 24613, 49, 1359
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 132, 132, 132, 1702
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 155, 155, 155, 1998
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 32, 32, 32, 844
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 110, 110, 110, 1682
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 29, 29, 29, 920
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 45, 0, 45, 860
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 29, 0, 29, 1043
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 31, 0, 31, 937
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 61, 0, 61, 1652
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 67, 0, 67, 2273
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 885
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 29, 0, 29, 1095
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 29, 0, 29, 1212
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 58, 0, 58, 2544
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1510
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 5, 94, 32, 550
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 29, 429, 29, 1222
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 894
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 0, 29, 110, 29, 776
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 34, 99, 34, 789
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 30, 59, 30, 769
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 5, 235, 8079, 35, 937
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 66, 2652, 101300, 111, 3748
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 715
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 99, 99, 99, 1622
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 719
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 41, 41, 41, 1232
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 29, 29, 29, 844
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 60, 0, 60, 1604
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 32, 0, 32, 1184
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 33, 0, 33, 1112
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 54, 0, 54, 1148
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 42, 0, 42, 1180
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 37, 0, 37, 1183
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 55, 0, 55, 1805
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 32, 0, 32, 1169
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 1376
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 48, 0, 48, 1728
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 4, 66, 30, 506
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 733
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 10, 2393, 1082716, 41, 3477
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 5, 608, 97632, 33, 1879
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 29, 57, 29, 628
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 51, 2133, 81887, 93, 2582
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 11, 123, 717, 41, 850
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 707
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 29, 29, 29, 950
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 31, 31, 31, 890
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 45, 45, 45, 723
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 68, 68, 68, 1619
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 53, 0, 53, 1877
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 32, 0, 32, 1070
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 30, 0, 30, 1278
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 135, 0, 135, 3729
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 1204
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 31, 0, 31, 1167
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 42, 0, 42, 1548
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 34, 0, 34, 1420
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 1063
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 42, 0, 42, 1956
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 0, 29, 435, 29, 1207
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 29, 204, 29, 990
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 0, 31, 171, 31, 865
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 703
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 15, 1752, 288356, 44, 2402
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 29, 57, 29, 562
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 1, 72, 1744, 31, 706
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 2, 111, 3265, 31, 793
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 102, 102, 102, 1331
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 29, 29, 29, 635
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 103, 103, 103, 1622
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 91, 91, 91, 1454
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 35, 35, 35, 751
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 29, 0, 29, 1053
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 53, 0, 53, 1680
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 30, 0, 30, 1161
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 30, 0, 30, 1052
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 43, 0, 43, 1850
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 52, 0, 52, 2446
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 49, 0, 49, 1889
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 29, 0, 29, 697
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 38, 0, 38, 1697
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 49, 0, 49, 2090
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 1696, 28815464, 31, 18499
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 29, 204, 29, 892
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 82, 3406, 131615, 126, 3219
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 42, 1562, 58137, 80, 2258
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 0, 29, 57, 29, 794
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 35, 35, 35, 877
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 124, 124, 124, 1771
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 115, 115, 115, 2041
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 45, 45, 45, 1157
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 76, 76, 76, 1798
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 42, 0, 42, 1002
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 64, 0, 64, 1414
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 68, 0, 68, 1591
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 33, 0, 33, 1348
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 894
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 663
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 29, 0, 29, 1102
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 36, 0, 36, 1457
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 1327
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 48, 0, 48, 2245
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 0, 30, 465, 30, 1349
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 29, 299, 29, 1208
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 0, 29, 159, 29, 1101
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 10, 2245, 946234, 37, 6118
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 48, 4965, 726696, 80, 6265
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 16, 1770, 270556, 47, 4070
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 33, 1393, 53011, 73, 1971
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 715
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 60, 2512, 96422, 111, 2864
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 71, 71, 71, 1294
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 30, 30, 30, 819
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 788
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 29, 29, 29, 598
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 61, 61, 61, 1547
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 83, 0, 83, 1073
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 30, 0, 30, 667
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 46, 0, 46, 1358
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 892
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 31, 0, 31, 1012
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 30, 0, 30, 1036
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 34, 0, 34, 1333
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 38, 0, 38, 1623
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 933
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 34, 0, 34, 1698
