
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 47, 926, 24740, 78, 1586
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 3, 363, 56365, 32, 1130
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 39, 4116, 638346, 73, 3345
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 29, 57, 29, 534
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 15, 647, 24160, 47, 1240
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 30, 59, 30, 645
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 193, 193, 193, 1473
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 67, 67, 67, 1001
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 68, 68, 68, 625
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 41, 41, 41, 628
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 60, 60, 60, 669
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 47, 0, 47, 593
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 42, 0, 42, 729
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 31, 0, 31, 572
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 37, 0, 37, 818
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 29, 0, 29, 621
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 81, 0, 81, 765
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 35, 0, 35, 560
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 42, 0, 42, 1727
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 60, 0, 60, 1670
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 29, 0, 29, 592
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 1069, 13347990, 32, 13133
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 29, 299, 29, 967
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 29, 204, 29, 813
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 30, 140, 30, 910
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 3, 784, 375718, 30, 1752
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 5, 100, 1252, 34, 755
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 103, 3864, 134903, 164, 2979
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 38, 1256, 36825, 78, 1541
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 56, 2242, 83219, 100, 2282
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 30, 30, 30, 511
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 95, 95, 95, 1045
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 49, 49, 49, 625
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 121, 121, 121, 1290
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 35, 35, 35, 564
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 30, 0, 30, 513
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 35, 0, 35, 908
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 55, 0, 55, 840
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 45, 0, 45, 659
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 47, 0, 47, 581
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 29, 0, 29, 583
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 31, 0, 31, 709
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 29, 0, 29, 545
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 29, 0, 29, 718
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 30, 0, 30, 1239
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 22, 3277, 33, 721
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 29, 204, 29, 825
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 5, 2892, 5783966, 32, 4827
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 29, 135, 29, 694
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 29, 110, 29, 689
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 14, 1239, 147903, 45, 1859
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 5, 506, 64365, 34, 1174
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 29, 57, 29, 581
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 32, 63, 32, 670
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 5, 240, 8259, 38, 835
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 30, 30, 30, 559
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 30, 30, 30, 470
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 29, 29, 29, 550
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 43, 43, 43, 617
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 29, 29, 29, 518
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 66, 0, 66, 634
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 39, 0, 39, 554
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 44, 0, 44, 598
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 52, 0, 52, 732
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 29, 0, 29, 423
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 40, 0, 40, 497
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 52, 0, 52, 2018
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 36, 0, 36, 1680
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 62, 0, 62, 965
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 29, 0, 29, 512
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 103, 121430, 33, 1224
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 29, 135, 29, 778
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 30, 114, 30, 735
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 30, 87, 30, 657
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 29, 84, 29, 668
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 29, 57, 29, 645
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 17, 738, 28015, 50, 1570
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 29, 57, 29, 591
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 29, 29, 29, 651
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 44, 44, 44, 771
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 42, 42, 42, 1206
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 44, 44, 44, 1231
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 40, 40, 40, 974
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 41, 0, 41, 1172
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 60, 0, 60, 1960
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 41, 0, 41, 1526
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 37, 0, 37, 1419
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 29, 0, 29, 1354
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 31, 0, 31, 1175
