dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 4489, 5887, 79, 3818, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 4146, 4791, 142, 2915, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 3784, 4412, 162, 3374, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 2826, 3279, 103, 2812, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 20, 20, 20, 690, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 58, 58, 58, 940, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 19, 19, 19, 902, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 40, 40, 40, 993, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 79, 79, 79, 1490, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 72, 0, 72, 1842, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 53, 0, 53, 1524, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 45, 0, 45, 1733, ontime
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 26, 0, 26, 914, ontime
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 81, 0, 81, 2359, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 31, 0, 31, 1263, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 60, 0, 60, 2192, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 32, 0, 32, 1407, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 38, 0, 38, 1679, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 71, 0, 71, 2985, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 166, 765, 27, 1565, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 0, 1623, 10790, 500, 10129, timeout
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 3729, 12687, 500, 10129, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 5724, 14535, 500, 10109, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 7179, 14964, 500, 10115, timeout
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 8755, 15222, 500, 10103, timeout
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 11917, 17784, 500, 10111, timeout
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 20, 57, 20, 714, ontime
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 4263, 5507, 67, 6245, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 22, 43, 22, 538, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 2157, 2523, 95, 2261, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 2407, 2829, 100, 2744, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 213, 213, 213, 1950, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 30, 30, 30, 909, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 124, 124, 124, 1682, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 181, 181, 181, 2392, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 34, 34, 34, 499, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 21, 0, 21, 574, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 79, 0, 79, 2567, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 27, 0, 27, 1037, ontime
