scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 29, 29, 29, 670
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 62, 62, 62, 1260
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 29, 0, 29, 946
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 38, 0, 38, 1541
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 34, 0, 34, 7001
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 56, 0, 56, 1755
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 74, 0, 74, 2333
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 1042
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 45, 0, 45, 1827
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 44, 0, 44, 1687
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 35, 0, 35, 1570
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1372
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 107, 949, 31, 1954
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 30, 312, 30, 938
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 699
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 7, 1828, 3077, 34, 3008
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 30, 87, 30, 651
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 78, 8817, 12068, 109, 6864
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 306, 12026, 13911, 413, 5817
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 558
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 1, 70, 104, 30, 762
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 308, 308, 308, 1959
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 36, 36, 36, 546
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 54, 54, 54, 760
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 82, 82, 82, 1115
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 132, 132, 132, 1082
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 30, 0, 30, 535
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 32, 0, 32, 528
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 29, 0, 29, 599
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 30, 0, 30, 617
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 40, 0, 40, 1037
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 715
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 35, 0, 35, 719
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 69, 0, 69, 1942
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 40, 0, 40, 1523
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 763
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 29, 299, 29, 933
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 10, 4454, 8516, 35, 6188
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 592
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 16, 691, 821, 51, 1176
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 111, 4606, 5326, 166, 3108
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 74, 3083, 3575, 123, 2478
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 30, 30, 30, 460
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 164, 164, 164, 1253
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 480
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 57, 57, 57, 885
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 29, 29, 29, 525
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 38, 0, 38, 569
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 29, 0, 29, 519
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 29, 0, 29, 534
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 46, 0, 46, 638
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 540
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 38, 0, 38, 880
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 29, 0, 29, 528
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 35, 0, 35, 632
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 30, 0, 30, 497
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 56, 0, 56, 621
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 84, 381, 31, 1024
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 4, 3223, 6815, 29, 5251
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 841
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 0, 29, 110, 29, 743
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 29, 84, 29, 628
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 697
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 108, 4108, 4813, 166, 2989
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 32, 1351, 1581, 71, 1870
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 69, 2866, 3322, 112, 2284
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 784
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 50, 50, 50, 974
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 52, 52, 52, 1047
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 38, 38, 38, 741
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 45, 45, 45, 1315
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 30, 0, 30, 861
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 30, 0, 30, 916
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 42, 0, 42, 1397
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 973
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 61, 0, 61, 2633
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 46, 0, 46, 1810
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 58, 0, 58, 2110
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 30, 0, 30, 1144
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 41, 0, 41, 2128
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1727
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 78, 591, 30, 1557
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 29, 429, 29, 1166
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 29, 299, 29, 1060
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 29, 204, 29, 896
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 3, 197, 381, 32, 1227
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 78, 9386, 12714, 106, 6989
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 104, 1335, 1952, 137, 2158
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 27, 400, 533, 67, 1234
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 16, 660, 787, 48, 1292
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 0, 29, 57, 29, 654
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 91, 91, 91, 1135
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 30, 30, 30, 941
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 672
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 35, 35, 35, 889
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 96, 96, 96, 1876
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 30, 0, 30, 1140
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 29, 0, 29, 1036
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 46, 0, 46, 1429
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 1167
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 40, 0, 40, 1319
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 30, 0, 30, 1389
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 30, 0, 30, 1573
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 49, 0, 49, 2121
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 31, 0, 31, 1297
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 44, 0, 44, 2002
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 29, 429, 29, 1113
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 1, 938, 2126, 29, 2460
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 777
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 0, 29, 110, 29, 739
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 30, 87, 30, 685
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 682
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 45, 1916, 2234, 94, 1967
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 71, 2862, 3327, 115, 2464
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 0, 29, 57, 29, 555
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 524
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 42, 42, 42, 514
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 566
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 72, 72, 72, 948
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 29, 29, 29, 555
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 29, 0, 29, 483
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 66, 0, 66, 714
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 45, 0, 45, 562
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 39, 0, 39, 621
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 30, 0, 30, 516
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 33, 0, 33, 578
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 78, 0, 78, 987
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 29, 0, 29, 484
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 40, 0, 40, 702
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 36, 0, 36, 761
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 0, 29, 435, 29, 1124
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 30, 212, 30, 815
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 2, 1053, 2063, 29, 2489
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 65, 5220, 7537, 96, 4726
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 10, 1350, 1894, 39, 2052
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 29, 57, 29, 567
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 674
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 0, 29, 57, 29, 744
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 64, 64, 64, 1247
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 41, 41, 41, 904
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 29, 29, 29, 709
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 83, 83, 83, 1679
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 30, 30, 30, 1250
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 57, 0, 57, 1716
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 53, 0, 53, 2164
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 75, 0, 75, 1483
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 58, 0, 58, 2227
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 59, 0, 59, 2246
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 29, 0, 29, 1061
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 67, 0, 67, 2703
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 58, 0, 58, 2055
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 33, 0, 33, 1720
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 30, 0, 30, 1477
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 88, 738, 32, 1598
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 0, 29, 159, 29, 718
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 18, 6098, 11678, 44, 7700
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 23, 3090, 5187, 56, 3741
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 5, 609, 876, 33, 1495
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 38, 553, 834, 67, 1329
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 29, 57, 29, 588
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 1, 74, 111, 33, 858
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 54, 1778, 2112, 89, 1887
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 78, 78, 78, 763
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 116, 116, 116, 1022
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 76, 76, 76, 910
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 65, 65, 65, 755
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 76, 76, 76, 1093
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 45, 0, 45, 583
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 63, 0, 63, 832
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 45, 0, 45, 755
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 72, 0, 72, 720
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 35, 0, 35, 626
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 42, 0, 42, 630
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 34, 0, 34, 801
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 69, 0, 69, 1152
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 31, 0, 31, 612
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 34, 0, 34, 676
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 11, 93, 30, 584
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 29, 299, 29, 1032
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 29, 84, 29, 629
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 7, 323, 396, 39, 930
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 54, 864, 1097, 90, 1474
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 6, 279, 344, 36, 824
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 39, 39, 39, 680
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 106, 106, 106, 882
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 106, 106, 106, 1071
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 29, 29, 29, 524
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 39, 39, 39, 842
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 98, 0, 98, 1701
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 32, 0, 32, 653
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 41, 0, 41, 687
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 640
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 37, 0, 37, 1117
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 30, 0, 30, 573
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 29, 0, 29, 841
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 38, 0, 38, 1870
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 927
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1273
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 0, 30, 465, 30, 1216
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 0, 29, 159, 29, 747
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 5, 1290, 2149, 33, 2309
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 1, 174, 291, 30, 941
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 33, 65, 33, 613
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 171, 7078, 8170, 238, 4274
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 3, 126, 173, 33, 780
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 470
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 122, 122, 122, 1131
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 46, 46, 46, 566
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 40, 40, 40, 722
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 81, 81, 81, 752
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 166, 0, 166, 1422
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 75, 0, 75, 930
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 44, 0, 44, 877
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 29, 0, 29, 487
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 489
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 38, 0, 38, 954
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 71, 0, 71, 1935
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 35, 0, 35, 551
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 40, 0, 40, 799
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 30, 0, 30, 828
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 28, 179, 31, 788
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 30, 455, 30, 1187
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 31, 220, 31, 895
dyngrid, 0.10, 0.9800, SOLVE_P, 0.90, 0, 29, 135, 29, 725
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 39, 4047, 5624, 70, 3669
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 26, 2875, 3929, 55, 3130
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 0, 30, 59, 30, 638
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 0, 29, 57, 29, 909
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 3, 154, 200, 32, 914
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 29, 29, 29, 472
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 84, 84, 84, 907
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 62, 62, 62, 723
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 113, 113, 113, 1180
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 57, 57, 57, 1298
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 31, 0, 31, 856
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 37, 0, 37, 1122
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 31, 0, 31, 1374
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 61, 0, 61, 2493
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 69, 0, 69, 2490
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 59, 0, 59, 1278
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 54, 0, 54, 1928
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 44, 0, 44, 2083
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 1368
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 29, 0, 29, 1450
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 0, 29, 435, 29, 1191
dyngrid, 0.02, 0.9960, SOLVE_P, 0.90, 0, 29, 429, 29, 1184
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 2, 411, 899, 31, 1586
dyngrid, 0.12, 0.9760, SOLVE_P, 0.90, 36, 8120, 13064, 63, 8354
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 29, 84, 29, 612
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 0, 29, 84, 29, 688
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 19, 819, 963, 50, 1274
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 29, 1239, 1451, 68, 1606
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 0, 29, 57, 29, 660
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 45, 45, 45, 525
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 29, 29, 29, 451
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 45, 45, 45, 525
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 105, 105, 105, 1151
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 49, 49, 49, 560
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 31, 0, 31, 632
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 114, 0, 114, 1107
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 29, 0, 29, 437
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 42, 0, 42, 677
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 620
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 53, 0, 53, 645
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 48, 0, 48, 806
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 61, 0, 61, 1054
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 29, 0, 29, 497
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 31, 0, 31, 894
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_P, 0.90, 1, 424, 4706, 29, 5019
dyngrid, 0.08, 0.9840, SOLVE_P, 0.90, 0, 29, 159, 29, 854
dyngrid, 0.14, 0.9720, SOLVE_P, 0.90, 0, 29, 84, 29, 629
dyngrid, 0.16, 0.9680, SOLVE_P, 0.90, 81, 1050, 1524, 110, 1896
dyngrid, 0.18, 0.9640, SOLVE_P, 0.90, 67, 2795, 3245, 116, 2353
dyngrid, 0.20, 0.9600, SOLVE_P, 0.90, 46, 1952, 2269, 88, 2105
dyngrid, 0.22, 0.9560, SOLVE_P, 0.90, 19, 773, 920, 53, 1184
dyngrid, 0.27, 0.9460, SOLVE_P, 0.90, 0, 30, 30, 30, 588
dyngrid, 0.32, 0.9360, SOLVE_P, 0.90, 0, 61, 61, 61, 954
dyngrid, 0.37, 0.9260, SOLVE_P, 0.90, 0, 138, 138, 138, 1234
dyngrid, 0.42, 0.9160, SOLVE_P, 0.90, 0, 31, 31, 31, 531
dyngrid, 0.47, 0.9060, SOLVE_P, 0.90, 0, 81, 81, 81, 1002
dyngrid, 0.52, 0.8960, SOLVE_P, 0.90, 0, 29, 0, 29, 658
dyngrid, 0.57, 0.8860, SOLVE_P, 0.90, 0, 42, 0, 42, 1209
dyngrid, 0.62, 0.8760, SOLVE_P, 0.90, 0, 33, 0, 33, 659
dyngrid, 0.67, 0.8660, SOLVE_P, 0.90, 0, 69, 0, 69, 952
dyngrid, 0.72, 0.8560, SOLVE_P, 0.90, 0, 29, 0, 29, 1040
dyngrid, 0.77, 0.8460, SOLVE_P, 0.90, 0, 73, 0, 73, 1754
dyngrid, 0.82, 0.8360, SOLVE_P, 0.90, 0, 83, 0, 83, 1519
dyngrid, 0.87, 0.8260, SOLVE_P, 0.90, 0, 36, 0, 36, 1502
dyngrid, 0.92, 0.8160, SOLVE_P, 0.90, 0, 50, 0, 50, 2306
dyngrid, 0.97, 0.8060, SOLVE_P, 0.90, 0, 36, 0, 36, 1575
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.04, 0.9920, SOLVE_P, 0.90, 0, 31, 325, 31, 1036
dyngrid, 0.06, 0.9880, SOLVE_P, 0.90, 0, 29, 204, 29, 853
