scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 319, 479, 23, 1653, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1090, 1507, 33, 2518, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 231, 1223, 19, 2180, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 0, 1316, 9837, 0, 10107, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 5, 63, 19, 617, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 1240, 11586, 0, 10099, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 432, 3407, 20, 4122, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 0, 21, 231, 21, 834, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 2, 1324, 10812, 0, 10112, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 290, 2278, 21, 2859, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1420, 11662, 0, 10106, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2087, 12103, 0, 10105, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2304, 11664, 1, 10113, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2435, 12336, 1, 10106, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3101, 12236, 2, 10110, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 3935, 13056, 2, 10106, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4753, 14047, 9, 10108, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6947, 15187, 14, 10104, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 6028, 14394, 12, 10116, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 7068, 14878, 17, 10108, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 6889, 14197, 28, 10104, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 7126, 14827, 29, 10107, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 19, 70, 19, 566, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 6147, 9842, 60, 6422, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 2868, 4591, 31, 3998, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 4828, 6674, 69, 5056, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 1886, 2671, 38, 3193, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1854, 2569, 40, 2979, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 909, 1243, 29, 2216, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 726, 4633, 24, 5605, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 655, 4495, 22, 6144, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 234, 1744, 19, 2990, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 623, 3833, 20, 4818, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 335, 1740, 20, 2955, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 190, 1257, 20, 2511, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 475, 3358, 19, 4509, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 2, 1451, 9678, 10, 10099, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1915, 12384, 0, 10142, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1855, 11964, 0, 10106, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2197, 11601, 1, 10114, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2213, 11148, 1, 10104, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3015, 11689, 2, 10108, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 1, 88, 438, 21, 1629, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 3138, 10230, 4, 10113, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6580, 15442, 11, 10114, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 7224, 15589, 19, 10103, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6062, 14204, 20, 10115, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 8318, 15442, 27, 10110, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 6403, 13330, 39, 10109, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 1, 2756, 4606, 30, 5222, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 7092, 11034, 47, 7296, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 3153, 5276, 27, 4886, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 960, 1370, 33, 2401, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 126, 198, 20, 1057, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 7349, 10074, 94, 7496, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1206, 1691, 31, 2799, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 53, 275, 19, 1020, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 1106, 8837, 23, 9379, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 488, 5068, 23, 5327, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 0, 1399, 11808, 0, 10097, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 16, 94, 19, 611, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 262, 1543, 25, 2262, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 1151, 9724, 25, 8802, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 0, 1312, 12918, 0, 10104, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 5, 49, 19, 591, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1726, 11203, 0, 10098, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2110, 10944, 1, 10104, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2443, 14004, 1, 10119, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 2710, 12615, 8, 10107, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4114, 13990, 3, 10111, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4470, 13279, 10, 10113, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5627, 14502, 19, 10107, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5594, 14245, 15, 10112, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6620, 14249, 14, 10104, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 2, 5984, 11951, 38, 7995, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 3558, 6727, 22, 5174, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 8560, 13603, 56, 8831, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 1, 2313, 3931, 29, 5108, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 873, 1514, 25, 2664, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 8025, 11232, 110, 10120, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 2154, 2998, 38, 3444, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 340, 495, 22, 1664, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1470, 2030, 32, 2813, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 15, 96, 22, 691, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 314, 1935, 21, 3198, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 374, 2926, 19, 3647, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 157, 909, 23, 1903, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 466, 2540, 22, 3034, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 11, 81, 21, 747, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 0, 1188, 10696, 0, 10103, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 1284, 9642, 22, 8732, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1920, 11962, 0, 10112, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2169, 11692, 1, 10111, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2278, 12083, 1, 10104, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2502, 12721, 1, 10105, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 1, 22, 170, 20, 884, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4296, 13918, 7, 10103, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4431, 14417, 5, 10100, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6095, 14917, 14, 10106, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5317, 14209, 12, 10098, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 7368, 15623, 20, 10111, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 8278, 15867, 24, 10104, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 7902, 15331, 28, 10114, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 2789, 4632, 29, 4223, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 1823, 3105, 32, 3538, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 5234, 8374, 45, 9918, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 3229, 4429, 52, 4248, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 925, 1305, 30, 2088, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 3421, 4845, 54, 4911, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1129, 1532, 34, 2414, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 545, 4149, 22, 5393, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 2, 816, 4884, 20, 4687, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 663, 4748, 20, 4811, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 30, 194, 19, 818, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 682, 6997, 22, 6871, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 1113, 8248, 21, 8013, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 2, 520, 3514, 19, 3811, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 211, 1814, 23, 2443, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 978, 8181, 20, 7132, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1887, 12281, 0, 10103, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2272, 12247, 1, 10104, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 1918, 9967, 0, 10152, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3513, 11904, 2, 10101, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4110, 12308, 4, 10110, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 3793, 12184, 3, 10107, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5952, 14389, 10, 10127, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5624, 14772, 10, 10103, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 5725, 12943, 12, 10106, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 8038, 14991, 25, 10099, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 7598, 14684, 32, 10106, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 6261, 10141, 61, 7739, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 2920, 4782, 30, 4779, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 8470, 13891, 68, 9211, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 126, 198, 20, 1237, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 1162, 1670, 32, 2829, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1011, 1423, 29, 2178, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1404, 1983, 37, 2932, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 0, 968, 10189, 0, 10114, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 0, 20, 210, 20, 806, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 0, 19, 190, 19, 789, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 1624, 11647, 25, 9810, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 2, 1017, 6992, 22, 7228, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 2, 1088, 6925, 23, 7526, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 716, 6217, 23, 7503, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 190, 1191, 20, 2052, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 118, 1115, 20, 1936, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1616, 10621, 0, 10111, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2431, 12632, 1, 10111, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 1963, 10629, 1, 10124, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3074, 13092, 6, 10105, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 3740, 12711, 5, 10112, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4288, 13770, 3, 10117, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5608, 13790, 12, 10112, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 6460, 14718, 18, 10111, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6300, 13938, 16, 10116, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 8168, 15195, 41, 10118, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 20, 90, 20, 933, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 3599, 5851, 37, 4826, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 6975, 11107, 65, 7740, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 3918, 6249, 43, 5459, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 2879, 3989, 43, 4296, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 4806, 6522, 64, 5823, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 2522, 3544, 47, 3906, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 605, 859, 28, 1793, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 64, 335, 19, 1077, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 611, 4373, 22, 5769, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 905, 6451, 21, 6696, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 47, 213, 19, 833, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 16, 102, 23, 641, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 2, 635, 6627, 23, 6354, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 492, 2938, 20, 3562, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 3, 1077, 6901, 19, 6800, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 509, 3665, 20, 3922, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2380, 11904, 1, 10101, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2680, 12380, 1, 10105, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2324, 11708, 1, 10108, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 2604, 11918, 2, 10108, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4184, 13732, 3, 10105, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4759, 14304, 6, 10107, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5460, 14068, 7, 10100, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5725, 14798, 24, 10113, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6624, 15215, 15, 10101, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 7762, 14959, 25, 10108, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 8157, 15214, 25, 10102, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 8927, 14067, 66, 8530, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 7246, 12281, 58, 8013, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 2240, 3532, 30, 3495, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 3632, 5054, 63, 5004, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 805, 1151, 28, 2223, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 2719, 3674, 49, 4762, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 3142, 4291, 55, 4481, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 51, 266, 21, 933, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 107, 503, 24, 1648, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 256, 1752, 19, 2949, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 255, 1537, 20, 2864, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 5, 52, 20, 573, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 950, 6903, 24, 6800, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 0, 1376, 10980, 0, 10113, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 411, 3493, 23, 3928, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 255, 2010, 19, 2643, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1618, 10800, 0, 10116, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 1183, 8012, 3, 10160, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 1647, 10334, 1, 10131, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 2332, 10688, 3, 10104, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4232, 14197, 3, 10106, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4887, 14483, 5, 10110, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5660, 14680, 9, 10114, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5438, 13844, 11, 10103, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 8070, 16065, 25, 10107, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 8455, 15190, 33, 10101, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 7183, 14648, 27, 10103, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 19, 70, 19, 844, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 8094, 13457, 54, 10103, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 1, 4642, 7000, 41, 4957, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 352, 502, 23, 1204, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 6146, 8407, 79, 5869, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1038, 1473, 28, 2072, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 20, 57, 20, 1038, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 428, 3025, 22, 3797, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 151, 763, 22, 1412, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 0, 20, 210, 20, 765, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 625, 4331, 21, 4982, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 183, 1088, 21, 1793, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 1163, 10536, 0, 10102, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 50, 279, 19, 955, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 33, 204, 23, 830, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 535, 4148, 19, 4144, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2079, 11913, 0, 10107, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2204, 12996, 3, 10102, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2168, 11683, 1, 10105, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3045, 13900, 4, 10116, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 3412, 12869, 7, 10112, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 2832, 8935, 2, 10200, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6387, 13202, 17, 10128, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5266, 12958, 15, 10150, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 7226, 14931, 16, 10110, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 4035, 7368, 30, 5429, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 5282, 9942, 35, 7411, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 8257, 13149, 60, 8088, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 3764, 6076, 37, 4625, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 5197, 8273, 40, 6479, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 1572, 2179, 34, 2513, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 673, 984, 23, 1901, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 6196, 8437, 86, 6339, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1794, 2496, 46, 3345, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 411, 2908, 19, 3678, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 0, 20, 210, 20, 792, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 705, 7779, 20, 7292, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 7, 2261, 13485, 0, 10098, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 456, 3138, 19, 3335, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 2, 1743, 13126, 23, 9859, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 427, 3108, 20, 3335, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 676, 4745, 23, 4695, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1873, 11966, 0, 10104, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2234, 13161, 0, 10102, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2398, 13417, 1, 10101, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2753, 12996, 1, 10106, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3136, 12260, 2, 10113, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4086, 11675, 4, 10122, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 5028, 13552, 7, 10109, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 4931, 12873, 7, 10110, timeout
