scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 1029, 1434, 32, 2544, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 3100, 4336, 54, 4566, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2175, 2527, 90, 2655, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 188, 233, 26, 933, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 19, 37, 19, 501, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 56, 56, 56, 1045, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 49, 49, 49, 868, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 34, 34, 34, 605, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 54, 54, 54, 1092, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 72, 72, 72, 1157, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 47, 0, 47, 1021, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 31, 0, 31, 898, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 42, 0, 42, 1237, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 47, 0, 47, 1125, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 61, 0, 61, 1357, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 19, 0, 19, 695, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 40, 0, 40, 1130, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 34, 0, 34, 1080, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 31, 0, 31, 1086, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 23, 0, 23, 939, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 808, 5795, 0, 10165, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 190, 1024, 24, 2489, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2620, 8889, 1, 10130, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3450, 9203, 8, 10141, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4569, 10022, 11, 10130, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 5476, 10160, 17, 10138, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 7293, 11679, 42, 10130, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 2935, 4019, 49, 4541, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 11429, 15367, 127, 10123, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 3321, 3846, 122, 3837, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 5885, 6936, 248, 4613, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 1075, 1265, 58, 1823, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 115, 115, 115, 1192, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 19, 19, 19, 570, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 32, 32, 32, 678, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 19, 19, 19, 587, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 53, 53, 53, 757, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 51, 0, 51, 625, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 34, 0, 34, 923, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 64, 0, 64, 1174, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 37, 0, 37, 613, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 20, 0, 20, 497, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 144, 0, 144, 3413, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 35, 0, 35, 1054, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 40, 0, 40, 840, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 33, 0, 33, 1284, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 32, 0, 32, 919, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 218, 999, 21, 2629, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 376, 2404, 23, 5112, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 19, 169, 19, 1044, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3537, 9384, 6, 10141, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4386, 9771, 10, 10142, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 4941, 9967, 21, 10134, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 7010, 11691, 40, 10133, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 9922, 13664, 124, 10132, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 9222, 12567, 108, 10130, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2873, 3356, 125, 3796, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1178, 1391, 60, 2037, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 637, 748, 39, 1300, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 20, 20, 20, 550, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 80, 80, 80, 1082, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 57, 57, 57, 888, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 122, 122, 122, 1853, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 51, 51, 51, 1071, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 40, 0, 40, 967, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 40, 0, 40, 908, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 132, 0, 132, 2377, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 31, 0, 31, 918, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 19, 0, 19, 548, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 95, 0, 95, 2096, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 38, 0, 38, 1016, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 48, 0, 48, 1157, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 79, 0, 79, 2316, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 23, 0, 23, 787, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 148, 786, 25, 2165, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 636, 4935, 0, 10136, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1986, 8303, 1, 10142, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3345, 9721, 4, 10129, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4103, 9414, 9, 10126, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 5160, 10225, 17, 10128, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 4601, 7283, 24, 10152, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 168, 262, 19, 1632, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 1847, 2452, 58, 3895, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 6090, 7149, 254, 4904, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1627, 1893, 68, 2341, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 517, 612, 36, 1316, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 63, 63, 63, 988, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 36, 36, 36, 916, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 111, 111, 111, 1262, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 118, 118, 118, 1446, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 20, 20, 20, 751, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 89, 0, 89, 1498, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 24, 0, 24, 977, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 76, 0, 76, 1708, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 45, 0, 45, 1293, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 45, 0, 45, 913, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 39, 0, 39, 958, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 31, 0, 31, 927, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 46, 0, 46, 1528, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 36, 0, 36, 1013, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 45, 0, 45, 1252, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 488, 3930, 23, 7985, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 538, 3369, 20, 6273, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1703, 6557, 1, 10149, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 2676, 8186, 5, 10146, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 1766, 4138, 22, 5502, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 8063, 13117, 41, 10131, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 5756, 9073, 39, 10154, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 8864, 12095, 97, 10135, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 8323, 11625, 110, 10153, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 1056, 1246, 57, 1841, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1375, 1636, 79, 2113, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 19, 37, 19, 594, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 93, 93, 93, 1093, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 129, 129, 129, 1388, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 45, 45, 45, 847, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 34, 34, 34, 915, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 84, 84, 84, 1765, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 65, 0, 65, 1630, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 99, 0, 99, 1945, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 46, 0, 46, 1222, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 53, 0, 53, 1253, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 89, 0, 89, 2124, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 36, 0, 36, 1144, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 26, 0, 26, 914, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 58, 0, 58, 1559, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 72, 0, 72, 1852, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 22, 0, 22, 952, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 617, 5424, 0, 10172, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 160, 928, 21, 2812, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1710, 7105, 1, 10147, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 20, 132, 20, 993, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4091, 8936, 12, 10141, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 4985, 9238, 21, 10145, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 4435, 7396, 49, 7604, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 9374, 12797, 96, 10135, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 1598, 2320, 42, 4707, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 373, 452, 33, 1625, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 833, 1006, 49, 1719, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 3898, 4563, 153, 4190, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 85, 85, 85, 1134, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 120, 120, 120, 1504, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 73, 73, 73, 1134, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 107, 107, 107, 1548, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 78, 78, 78, 1312, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 19, 0, 19, 539, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 84, 0, 84, 1803, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 38, 0, 38, 866, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 45, 0, 45, 1023, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 20, 0, 20, 841, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 71, 0, 71, 1610, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 64, 0, 64, 1519, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 43, 0, 43, 1379, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 51, 0, 51, 1214, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 30, 0, 30, 1009, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 956, 6075, 0, 10129, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 270, 1721, 19, 3499, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1832, 8341, 1, 10140, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 2858, 8887, 6, 10142, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 3918, 9051, 11, 10158, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 7158, 12375, 40, 10163, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 6619, 10807, 45, 10132, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 3938, 5370, 60, 5854, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 5479, 7432, 127, 6021, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 1552, 1817, 73, 2049, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1504, 1751, 68, 2000, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 4479, 5186, 163, 4098, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 79, 79, 79, 1089, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 34, 34, 34, 702, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 125, 125, 125, 1412, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 67, 67, 67, 975, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 70, 70, 70, 1033, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 116, 0, 116, 2087, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 45, 0, 45, 1202, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 19, 0, 19, 604, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 63, 0, 63, 1419, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 34, 0, 34, 969, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 54, 0, 54, 1258, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 23, 0, 23, 748, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 33, 0, 33, 970, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 101, 0, 101, 2851, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 44, 0, 44, 1222, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 194, 1128, 19, 2868, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 0, 664, 5204, 0, 10382, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1693, 8141, 5, 10214, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3022, 8696, 3, 10121, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4536, 10575, 13, 10131, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 6236, 11206, 20, 10128, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 7245, 11840, 53, 9983, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 9058, 12449, 103, 10136, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 1445, 2051, 35, 3132, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 1259, 1467, 59, 1822, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 9557, 11115, 351, 6204, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 5596, 6478, 187, 4431, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 48, 48, 48, 651, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 81, 81, 81, 1043, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 94, 94, 94, 1010, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 93, 93, 93, 1164, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 74, 74, 74, 1094, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 54, 0, 54, 1059, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 69, 0, 69, 1493, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 34, 0, 34, 905, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 30, 0, 30, 753, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 31, 0, 31, 912, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 57, 0, 57, 976, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 27, 0, 27, 623, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 31, 0, 31, 964, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 30, 0, 30, 1011, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 29, 0, 29, 1013, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 853, 6721, 0, 10177, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 816, 7424, 24, 9139, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1948, 7099, 1, 10178, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 2752, 6401, 7, 10166, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 5755, 10626, 18, 10141, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 4609, 7546, 24, 10151, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 19, 54, 19, 928, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 4471, 6310, 65, 7706, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2174, 2522, 87, 2742, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1008, 1182, 50, 2010, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 4779, 5517, 156, 5017, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 134, 134, 134, 1232, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 219, 219, 219, 1990, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 23, 23, 23, 643, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 62, 62, 62, 942, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 63, 63, 63, 1233, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 95, 0, 95, 2012, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 20, 0, 20, 721, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 36, 0, 36, 1072, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 49, 0, 49, 1373, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 41, 0, 41, 1364, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 22, 0, 22, 907, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 82, 0, 82, 2809, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 32, 0, 32, 1440, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 25, 0, 25, 1437, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 61, 0, 61, 1833, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 601, 4482, 21, 5965, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 530, 4616, 21, 5728, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2801, 13250, 1, 10100, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 4658, 13793, 7, 10099, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 0, 1255, 11132, 0, 10139, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 274, 1694, 24, 2278, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 546, 4059, 21, 3926, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 779, 7613, 22, 6469, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 16, 96, 20, 618, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 566, 3444, 20, 3820, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 75, 581, 21, 1317, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 447, 3244, 20, 3634, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 280, 1629, 19, 2213, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 2, 78, 410, 22, 1149, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 256, 1478, 23, 2247, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 2, 866, 5841, 19, 5541, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1071, 9515, 0, 10120, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 1879, 12875, 0, 10105, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 2438, 13492, 1, 10102, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 2984, 14801, 8, 10106, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 3565, 14321, 2, 10100, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 3849, 13983, 8, 10105, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 4230, 13778, 3, 10102, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 4812, 14920, 5, 10102, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 5744, 15369, 11, 10106, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 6242, 15798, 12, 10103, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 5560, 15079, 9, 10100, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 3176, 6007, 26, 4377, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 7495, 15341, 24, 10102, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 1895, 3589, 23, 3407, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 1, 2159, 4182, 22, 3808, ontime
