dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 0, 29, 435, 29, 1331
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 20, 19627, 88883763, 47, 43854
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 0, 29, 135, 29, 738
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 0, 29, 84, 29, 670
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 0, 29, 57, 29, 639
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 0, 29, 57, 29, 544
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 576, 576, 576, 4354
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 40, 40, 40, 595
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 30, 30, 30, 566
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 29, 29, 29, 540
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 110, 110, 110, 2197
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 71, 0, 71, 2021
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 103, 0, 103, 2917
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 30, 0, 30, 1427
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 44, 0, 44, 1403
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 41, 0, 41, 1520
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 39, 0, 39, 1016
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 437, 0, 437, 9127
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 38, 0, 38, 1093
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 80, 0, 80, 1567
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 90, 0, 90, 2125
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 121, 87290, 32, 1320
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 9, 341, 32, 638
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 45, 88336, 801972876, 69, 159784
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 5, 759, 247583, 36, 2061
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 9, 978, 147896, 44, 1936
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 8, 360, 12914, 40, 1035
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 11, 488, 17739, 48, 1115
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 82, 82, 82, 626
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 42, 42, 42, 984
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 30, 30, 30, 774
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 29, 29, 29, 916
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 29, 29, 29, 1011
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 47, 0, 47, 1400
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 31, 0, 31, 974
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 32, 0, 32, 993
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 29, 0, 29, 1094
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 46, 0, 46, 2002
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 32, 0, 32, 1214
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 29, 0, 29, 1193
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 36, 0, 36, 1174
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 30, 0, 30, 1593
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 58, 0, 58, 2136
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 113, 170165, 33, 1404
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 1, 2020, 18364699, 34, 6758
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 38, 13978, 12346559, 69, 15116
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 2, 263, 38748, 34, 1148
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 23, 996, 37043, 76, 1354
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 13, 573, 20957, 53, 1111
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 222, 222, 222, 2216
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 29, 29, 29, 535
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 154, 154, 154, 2260
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 84, 84, 84, 1677
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 35, 35, 35, 1006
