scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 61, 0, 61, 8125
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 30, 0, 30, 4444
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 45, 25256, 34, 5565
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 0, 29, 135, 29, 4847
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 7, 565, 55807, 45, 6989
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 10, 451, 16141, 51, 7229
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 0, 29, 57, 29, 4552
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 29, 29, 29, 4397
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 78, 78, 78, 9838
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 29, 29, 29, 4410
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 49, 49, 49, 6623
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 78, 78, 78, 9705
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 29, 0, 29, 4443
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 29, 0, 29, 4438
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 77, 0, 77, 9621
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 46, 0, 47, 6270
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 43, 0, 43, 5944
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 34, 0, 35, 5098
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 30, 0, 31, 4608
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 29, 0, 29, 4386
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 40, 0, 40, 5660
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 87, 0, 87, 10683
