dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 47, 14222, 31, 992
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 0, 32, 275, 32, 1001
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 0, 29, 135, 29, 715
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 58, 5086, 620781, 108, 6077
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 28, 1132, 41977, 78, 1740
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 0, 29, 57, 29, 597
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 32, 32, 32, 788
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 29, 29, 29, 660
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 65, 65, 65, 1305
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 121, 121, 121, 1842
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 287, 287, 287, 4304
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 111, 0, 111, 2970
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 151, 0, 151, 3584
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 29, 0, 29, 790
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 29, 0, 29, 1031
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 44, 0, 44, 1696
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 29, 0, 29, 604
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 34, 0, 34, 1216
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 59, 0, 59, 2069
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 33, 0, 33, 1021
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 29, 0, 29, 1160
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 0, 29, 435, 29, 1356
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 82, 49066, 130490661, 114, 103671
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 4, 379, 67825, 32, 1732
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 72, 7480, 1113242, 141, 7032
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 0, 30, 59, 30, 697
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 19, 819, 30593, 59, 1410
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 45, 45, 45, 882
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 30, 30, 30, 523
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 31, 31, 31, 621
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 30, 30, 30, 634
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 29, 29, 29, 613
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 81, 0, 81, 1153
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 467, 0, 467, 7449
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 49, 0, 49, 1478
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 30, 0, 30, 1059
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 36, 0, 36, 1383
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 34, 0, 34, 1407
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 85, 0, 85, 1598
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 29, 0, 29, 1321
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 35, 0, 35, 1222
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 30, 0, 30, 1090
dyngrid, 0.00, 1.00, SOLVE_F, 0.90, 1, 6, 247, 30, 657
dyngrid, 0.05, 0.99, SOLVE_F, 0.90, 51, 91294, 763867415, 88, 212619
dyngrid, 0.10, 0.98, SOLVE_F, 0.90, 0, 29, 135, 29, 704
dyngrid, 0.15, 0.97, SOLVE_F, 0.90, 10, 1133, 183053, 41, 1903
dyngrid, 0.20, 0.96, SOLVE_F, 0.90, 57, 1894, 55258, 127, 2587
dyngrid, 0.25, 0.95, SOLVE_F, 0.90, 0, 29, 57, 29, 599
dyngrid, 0.30, 0.94, SOLVE_F, 0.90, 0, 69, 69, 69, 1026
dyngrid, 0.35, 0.93, SOLVE_F, 0.90, 0, 35, 35, 35, 544
dyngrid, 0.40, 0.92, SOLVE_F, 0.90, 0, 45, 45, 45, 729
dyngrid, 0.45, 0.91, SOLVE_F, 0.90, 0, 44, 44, 44, 974
dyngrid, 0.50, 0.90, SOLVE_F, 0.90, 0, 30, 30, 30, 581
dyngrid, 0.55, 0.89, SOLVE_F, 0.90, 0, 30, 0, 30, 569
dyngrid, 0.60, 0.88, SOLVE_F, 0.90, 0, 29, 0, 29, 506
dyngrid, 0.65, 0.87, SOLVE_F, 0.90, 0, 29, 0, 29, 1043
dyngrid, 0.70, 0.86, SOLVE_F, 0.90, 0, 36, 0, 36, 691
dyngrid, 0.75, 0.85, SOLVE_F, 0.90, 0, 512, 0, 512, 9017
dyngrid, 0.80, 0.84, SOLVE_F, 0.90, 0, 91, 0, 91, 3122
dyngrid, 0.85, 0.83, SOLVE_F, 0.90, 0, 33, 0, 33, 831
dyngrid, 0.90, 0.82, SOLVE_F, 0.90, 0, 68, 0, 68, 2070
dyngrid, 0.95, 0.81, SOLVE_F, 0.90, 0, 51, 0, 51, 1765
dyngrid, 1.00, 0.80, SOLVE_F, 0.90, 0, 49, 0, 49, 1459
