rc,p,ontime,timeout
0.9,0.0,4,0
0.9,0.02,3,1
0.9,0.04,1,3
0.9,0.06,0,4
0.9,0.08,0,4
0.9,0.1,1,3
0.9,0.12,0,4
0.9,0.14,3,1
0.9,0.16,4,0
0.9,0.18,4,0
0.9,0.2,4,0
0.9,0.22,4,0
0.9,0.27,4,0
0.9,0.32,4,0
0.9,0.37,4,0
0.9,0.42,4,0
0.9,0.47,4,0
0.9,0.52,4,0
0.9,0.57,4,0
0.9,0.62,4,0
0.9,0.67,4,0
0.9,0.72,4,0
0.9,0.77,4,0
0.9,0.82,4,0
0.9,0.87,4,0
0.9,0.92,4,0
0.9,0.97,4,0
