scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout, cost
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 52, 52, 52, 747, ontime, 52.4
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 93, 93, 93, 1407, ontime, 93.80000000000001
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 37, 37, 37, 1208, ontime, 37.0
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 35, 35, 35, 750, ontime, 35.0
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 131, 0, 131, 2036, ontime, 131.8
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 23, 0, 23, 458, ontime, 24.599999999999998
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 66, 0, 66, 1471, ontime, 66.4
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 27, 0, 27, 134899, ontime, 27.8
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 38, 0, 38, 1258, ontime, 38.4
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 31, 0, 31, 983, ontime, 31.0
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 142, 0, 142, 2278, ontime, 142.4
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 104, 0, 104, 1326, ontime, 104.4
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 58, 0, 58, 2435, ontime, 58.4
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 34, 0, 34, 1802, ontime, 34.4
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout, cost
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 371, 2891, 23, 3784, ontime, 29.399999999999995
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 239, 1672, 23, 2345, ontime, 26.2
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2869, 11360, 1, 10103, timeout, 1.0
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 4745, 14286, 9, 10114, timeout, 9.0
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 8030, 15976, 24, 10103, timeout, 24.799999999999997
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 8075, 16558, 32, 10099, timeout, 33.199999999999996
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 10383, 17464, 72, 10102, timeout, 77.19999999999999
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 2100, 3119, 58, 2635, ontime, 63.89999999999999
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 9758, 13500, 172, 7324, ontime, 183.60000000000005
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 5022, 5808, 182, 3359, ontime, 191.90000000000006
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 488, 579, 33, 1099, ontime, 35.599999999999994
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 20, 39, 20, 623, ontime, 21.199999999999996
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 34, 34, 34, 687, ontime, 35.199999999999996
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 23, 23, 23, 649, ontime, 23.799999999999997
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 45, 45, 45, 1320, ontime, 46.599999999999994
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 138, 138, 138, 1940, ontime, 138.4
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 34, 34, 34, 1023, ontime, 35.199999999999996
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 37, 0, 37, 682, ontime, 37.8
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 30, 0, 30, 672, ontime, 30.4
